"","Scientific","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.Source","Diet.Certainty","BodyMass.Value","taxon"
"12633","Graueria vittata",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",15.54,"bird"
"12634","Euryptila subcinnamomea",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",11.5,"bird"
"12635","Speirops melanocephalus",50,0,0,0,0,0,30,0,0,20,"Ref_13","A",10.9,"bird"
"12636","Speirops lugubris",40,0,0,0,0,0,50,10,0,0,"Ref_13","A",14.8,"bird"
"12637","Speirops brunneus",40,0,0,0,0,0,30,0,30,0,"Ref_13","A",16.1,"bird"
"12638","Speirops leucophoeus",40,0,0,0,0,0,40,10,0,10,"Ref_13","A",14.8,"bird"
"12639","Zosterops senegalensis",30,0,0,0,0,0,30,30,10,0,"Ref_13","A",10.9,"bird"
"12640","Zosterops vaughani",40,0,0,0,0,0,20,30,0,10,"Ref_13","A",7,"bird"
"12641","Zosterops mayottensis",50,0,0,0,0,0,0,0,0,50,"Ref_13","B",9.9,"bird"
"12642","Zosterops poliogastrus",40,0,0,0,0,0,40,20,0,0,"Ref_13","A",11,"bird"
"12643","Zosterops abyssinicus",70,0,0,0,0,0,30,0,0,0,"Ref_13","A",9.43,"bird"
"12644","Zosterops pallidus",20,0,0,0,0,0,40,30,0,10,"Ref_13","A",11.1,"bird"
"12645","Zosterops maderaspatanus",60,0,0,0,0,0,10,10,10,10,"Ref_13","A",8.87,"bird"
"12646","Zosterops mouroniensis",20,0,0,0,0,0,80,0,0,0,"Ref_13","B",9.9,"bird"
"12647","Zosterops ficedulinus",50,0,0,0,0,0,50,0,0,0,"Ref_13","A",10.57,"bird"
"12648","Zosterops griseovirescens",80,0,0,0,0,0,0,0,20,0,"Ref_13","A",11,"bird"
"12649","Zosterops borbonicus",40,0,0,0,0,0,40,20,0,0,"Ref_13","A",8.2,"bird"
"12650","Zosterops olivaceus",30,0,0,0,0,0,20,50,0,0,"Ref_13","A",9.13,"bird"
"12651","Zosterops chloronothus",40,0,0,0,0,0,0,60,0,0,"Ref_13","A",8.1,"bird"
"12652","Zosterops modestus",40,0,0,0,0,0,30,10,20,0,"Ref_13","A",12.8,"bird"
"12653","Zosterops ceylonensis",40,0,0,0,0,0,30,30,0,0,"Ref_13","A",12.6,"bird"
"12654","Zosterops erythropleurus",50,0,0,0,0,0,0,0,0,50,"Ref_13","B",11,"bird"
"12655","Zosterops palpebrosus",40,0,0,0,0,0,20,10,10,20,"Ref_13","A",8.6,"bird"
"12656","Zosterops japonicus",40,0,0,0,0,0,30,30,0,0,"Ref_13","A",11.29,"bird"
"12657","Zosterops meyeni",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",10,"bird"
"12658","Zosterops salvadorii",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",7,"bird"
"12659","Zosterops conspicillatus",20,0,0,0,0,0,20,20,20,20,"Ref_13","A",7.9,"bird"
"12660","Zosterops rotensis",60,0,0,0,0,0,40,0,0,0,"Ref_13","A",10,"bird"
"12661","Zosterops hypolais",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",10.57,"bird"
"12662","Zosterops semperi",60,0,0,0,0,0,40,0,0,0,"Ref_13","A",10.57,"bird"
"12663","Zosterops atricapilla",60,0,0,0,0,0,20,20,0,0,"Ref_13","A",9.2,"bird"
"12664","Zosterops everetti",30,0,0,0,0,0,40,30,0,0,"Ref_13","A",10,"bird"
"12665","Zosterops nigrorum",50,0,0,0,0,0,50,0,0,0,"Ref_13","A",7.3,"bird"
"12666","Zosterops montanus",50,0,0,0,0,0,40,0,0,10,"Ref_13","A",10.5,"bird"
"12667","Zosterops natalis",10,0,0,0,0,0,40,20,30,0,"Ref_13","A",9.97,"bird"
"12668","Zosterops flavus",60,0,0,0,0,0,40,0,0,0,"Ref_13","A",7,"bird"
"12669","Zosterops chloris",50,0,0,0,0,0,50,0,0,0,"Ref_13","A",9,"bird"
"12670","Zosterops citrinella",50,0,0,0,0,0,50,0,0,0,"Ref_13","A",12,"bird"
"12671","Zosterops grayi",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",16,"bird"
"12672","Zosterops uropygialis",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",14,"bird"
"12673","Zosterops consobrinorum",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",12,"bird"
"12674","Zosterops anomalus",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",12,"bird"
"12675","Zosterops wallacei",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",11,"bird"
"12676","Zosterops atrifrons",40,0,0,0,0,0,30,0,30,0,"Ref_13","A",10,"bird"
"12677","Zosterops atriceps",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",12,"bird"
"12678","Zosterops minor",50,0,0,0,0,0,50,0,0,0,"Ref_13","A",11.1,"bird"
"12679","Zosterops meeki",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",9,"bird"
"12680","Zosterops hypoxanthus",30,0,0,0,0,0,30,0,40,0,"Ref_13","A",12.5,"bird"
"12681","Zosterops mysorensis",60,0,0,0,0,0,40,0,0,0,"Ref_13","C",9,"bird"
"12682","Zosterops fuscicapilla",50,0,0,0,0,0,50,0,0,0,"Ref_13","A",11.2,"bird"
"12683","Zosterops buruensis",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",11.95,"bird"
"12684","Zosterops kuehni",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",12,"bird"
"12685","Zosterops novaeguineae",40,0,0,0,0,0,30,0,30,0,"Ref_13","A",12.5,"bird"
"12686","Zosterops luteus",70,0,0,0,0,0,10,10,10,0,"Ref_13","A",9.7,"bird"
"12687","Zosterops griseotinctus",30,0,0,0,0,0,40,20,10,0,"Ref_13","A",12,"bird"
"12688","Zosterops rennellianus",60,0,0,0,0,0,30,0,10,0,"Ref_13","A",10.57,"bird"
"12689","Zosterops vellalavella",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",10.57,"bird"
"12690","Zosterops splendidus",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",10.57,"bird"
"12691","Zosterops luteirostris",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",10.57,"bird"
"12692","Zosterops kulambangrae",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",10.57,"bird"
"12693","Zosterops murphyi",60,0,0,0,0,0,40,0,0,0,"Ref_13","A",10.57,"bird"
"12694","Zosterops metcalfii",70,0,0,0,0,0,30,0,0,0,"Ref_13","A",14,"bird"
"12695","Zosterops rendovae",10,0,0,0,0,0,50,0,40,0,"Ref_13","A",17.19,"bird"
"12696","Zosterops stresemanni",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",10.57,"bird"
"12697","Zosterops sanctaecrucis",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",14,"bird"
"12698","Zosterops lateralis",40,0,0,0,0,0,30,20,0,10,"Ref_13","A",12.68,"bird"
"12699","Zosterops tenuirostris",40,0,0,0,0,0,30,30,0,0,"Ref_13","A",17.2,"bird"
"12700","Zosterops albogularis",50,0,0,0,0,0,50,0,0,0,"Ref_13","A",16,"bird"
"12701","Zosterops inornatus",40,0,0,0,0,0,20,30,0,10,"Ref_13","A",10.57,"bird"
"12702","Zosterops explorator",80,0,0,0,0,0,20,0,0,0,"Ref_13","A",10.5,"bird"
"12703","Zosterops flavifrons",30,0,0,0,0,0,20,20,20,10,"Ref_13","A",10.7,"bird"
"12704","Zosterops xanthochroa",50,0,0,0,0,0,50,0,0,0,"Ref_13","A",10.3,"bird"
"12705","Zosterops minutus",40,0,0,0,0,0,30,0,30,0,"Ref_13","A",10.57,"bird"
"12706","Zosterops samoensis",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",10.57,"bird"
"12707","Zosterops finschii",40,0,0,0,0,0,20,30,0,10,"Ref_13","A",10.57,"bird"
"12708","Zosterops cinereus",20,0,0,0,0,0,40,0,40,0,"Ref_13","A",11.2,"bird"
"12709","Zosterops oleagineus",50,0,0,0,0,0,30,10,10,0,"Ref_13","D1",10.57,"bird"
"12710","Rukia longirostra",50,0,0,0,0,0,30,10,10,0,"Ref_13","D2",21,"bird"
"12711","Rukia ruki",50,0,0,0,0,0,30,10,10,0,"Ref_13","D2",21,"bird"
"12712","Cleptornis marchei",20,0,0,0,0,0,40,10,20,10,"Ref_13","A",20.2,"bird"
"12713","Tephrozosterops stalkeri",30,0,0,0,0,0,30,0,40,0,"Ref_13","A",17.74,"bird"
"12714","Madanga ruficollis",100,0,0,0,0,0,0,0,0,0,"Ref_13","C",15,"bird"
"12715","Lophozosterops javanicus",30,0,0,0,0,0,40,30,0,0,"Ref_13","A",20.83,"bird"
"12716","Lophozosterops squamiceps",20,0,0,0,0,0,30,40,0,10,"Ref_13","B",14.5,"bird"
"12717","Lophozosterops goodfellowi",20,0,0,0,0,0,60,10,10,0,"Ref_13","D1",20,"bird"
"12718","Lophozosterops superciliaris",20,0,0,0,0,0,60,10,10,0,"Ref_13","D1",20.83,"bird"
"12719","Lophozosterops pinaiae",40,0,0,0,0,0,30,0,30,0,"Ref_13","A",27.38,"bird"
"12720","Lophozosterops dohertyi",20,0,0,0,0,0,60,10,10,0,"Ref_13","D1",20.83,"bird"
"12721","Oculocincta squamifrons",40,0,0,0,0,0,20,30,0,10,"Ref_13","A",6.9,"bird"
"12722","Heleia crassirostris",40,0,0,0,0,0,20,30,0,10,"Ref_13","D1",19,"bird"
"12723","Heleia muelleri",60,0,0,0,0,0,40,0,0,0,"Ref_13","A",19,"bird"
"12724","Chlorocharis emiliae",60,0,0,0,0,0,20,20,0,0,"Ref_13","A",13.9,"bird"
"12725","Woodfordia superciliosa",60,0,0,0,0,0,40,0,0,0,"Ref_13","A",28,"bird"
"12726","Woodfordia lacertosa",40,0,0,0,0,0,20,30,0,10,"Ref_13","B",28,"bird"
"12727","Megazosterops palauensis",40,0,0,0,0,0,40,20,0,0,"Ref_13","A",31,"bird"
"12728","Hypocryptadius cinnamomeus",70,0,0,0,0,0,30,0,0,0,"Ref_13","A",30,"bird"
"12729","Tesia castaneocoronata",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",8.94,"bird"
"12730","Tesia olivea",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",7,"bird"
"12731","Tesia cyaniventer",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",9.7,"bird"
"12732","Tesia superciliaris",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",3.16,"bird"
"12733","Tesia everetti",100,0,0,0,0,0,0,0,0,0,"Ref_11","D1",6.29,"bird"
"12734","Urosphena subulata",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",9,"bird"
"12735","Urosphena whiteheadi",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",9,"bird"
"12736","Urosphena squameiceps",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",9.3,"bird"
"12737","Cettia pallidipes",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",10,"bird"
"12738","Cettia canturians",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",16.2,"bird"
"12739","Cettia diphone",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",13.31,"bird"
"12740","Cettia seebohmi",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",12.2,"bird"
"12741","Cettia annae",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",18.47,"bird"
"12742","Cettia parens",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",14,"bird"
"12743","Cettia ruficapilla",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",12.7,"bird"
"12744","Cettia fortipes",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",9.59,"bird"
"12745","Cettia vulcania",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",12.89,"bird"
"12746","Cettia carolinae",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",19.6,"bird"
"12747","Cettia major",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",13,"bird"
"12748","Cettia flavolivacea",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",8,"bird"
"12749","Cettia acanthizoides",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",5.32,"bird"
"12750","Cettia brunnifrons",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",7.34,"bird"
"12751","Cettia cetti",90,0,0,0,0,0,0,0,10,0,"Ref_11","A",13.22,"bird"
"12752","Bradypterus baboecala",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",12.85,"bird"
"12753","Bradypterus grandis",100,0,0,0,0,0,0,0,0,0,"Ref_11","D1",18.5,"bird"
"12754","Bradypterus carpalis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",22.37,"bird"
"12755","Bradypterus graueri",80,0,0,0,0,0,0,0,20,0,"Ref_11","A",16.99,"bird"
"12756","Bradypterus alfredi",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",17.5,"bird"
"12757","Bradypterus sylvaticus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",16.5,"bird"
"12758","Bradypterus lopezi",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",19.15,"bird"
"12759","Bradypterus barratti",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",18.8,"bird"
"12760","Bradypterus cinnamomeus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",17.39,"bird"
"12761","Bradypterus victorini",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",10,"bird"
"12762","Bradypterus thoracicus",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",10.8,"bird"
"12763","Bradypterus major",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",13,"bird"
"12764","Bradypterus tacsanowskius",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",14,"bird"
"12765","Bradypterus luteoventris",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",13.2,"bird"
"12766","Bradypterus seebohmi",100,0,0,0,0,0,0,0,0,0,"Ref_11","D1",11.3,"bird"
"12767","Bradypterus palliseri",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",9,"bird"
"12768","Bradypterus caudatus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",22.9,"bird"
"12769","Bradypterus accentor",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",14,"bird"
"12770","Bradypterus castaneus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",19,"bird"
"12771","Dromaeocercus brunneus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",14.2,"bird"
"12772","Amphilais seebohmi",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",12.3,"bird"
"12773","Bathmocercus cerviniventris",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",15.8,"bird"
"12774","Bathmocercus rufus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",15.4,"bird"
"12775","Bathmocercus winifredae",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",14.83,"bird"
"12776","Nesillas longicaudata",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",19.2,"bird"
"12777","Nesillas typica",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",19.68,"bird"
"12778","Nesillas brevicaudata",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",16.1,"bird"
"12779","Nesillas mariae",80,0,0,0,0,0,0,0,20,0,"Ref_11","A",16,"bird"
"12780","Thamnornis chloropetoides",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",14.3,"bird"
"12781","Melocichla mentalis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",33.2,"bird"
"12782","Achaetops pycnopygius",80,0,0,0,0,0,10,0,10,0,"Other","D2",28.3,"bird"
"12783","Sphenoeacus afer",80,0,0,0,0,0,0,0,20,0,"Ref_11","A",30.4,"bird"
"12784","Locustella lanceolata",80,0,0,0,0,0,0,0,20,0,"Ref_11","A",10.6,"bird"
"12785","Locustella naevia",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",13.3,"bird"
"12786","Locustella certhiola",80,0,0,0,0,0,0,0,0,20,"Ref_11","A",14.4,"bird"
"12787","Locustella ochotensis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",18.5,"bird"
"12788","Locustella pleskei",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",20,"bird"
"12789","Locustella fluviatilis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",16.1,"bird"
"12790","Locustella luscinioides",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",13.89,"bird"
"12791","Locustella fasciolata",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",27.14,"bird"
"12792","Locustella pryeri",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",14.18,"bird"
"12793","Acrocephalus melanopogon",90,0,0,0,0,0,10,0,0,0,"Ref_11","A",10.9,"bird"
"12794","Acrocephalus paludicola",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",11.6,"bird"
"12795","Acrocephalus schoenobaenus",70,0,0,0,0,0,10,0,10,10,"Ref_11","A",11.83,"bird"
"12796","Acrocephalus sorghophilus",80,0,0,0,0,0,0,0,20,0,"Ref_11","B",14.18,"bird"
"12797","Acrocephalus bistrigiceps",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",8.67,"bird"
"12798","Acrocephalus agricola",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",9.6,"bird"
"12799","Acrocephalus tangorum",90,0,10,0,0,0,0,0,0,0,"Ref_11","D1",16.39,"bird"
"12800","Acrocephalus concinens",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",8.3,"bird"
"12801","Acrocephalus scirpaceus",70,0,0,0,0,0,10,0,10,10,"Ref_11","A",12.3,"bird"
"12802","Acrocephalus baeticatus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",10.2,"bird"
"12803","Acrocephalus dumetorum",90,0,0,0,0,0,0,0,10,0,"Ref_11","A",11.2,"bird"
"12804","Acrocephalus palustris",80,0,0,0,0,0,20,0,0,0,"Ref_11","A",11.5,"bird"
"12805","Acrocephalus arundinaceus",70,0,20,0,0,0,10,0,0,0,"Ref_11","A",30,"bird"
"12806","Acrocephalus stentoreus",80,0,10,0,0,0,0,0,10,0,"Ref_11","A",24.2,"bird"
"12807","Acrocephalus griseldis",70,0,20,0,0,0,10,0,0,0,"Ref_11","B",16.7,"bird"
"12808","Acrocephalus australis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",17.7,"bird"
"12809","Acrocephalus luscinius",80,0,20,0,0,0,0,0,0,0,"Ref_11","B",30.55,"bird"
"12810","Acrocephalus syrinx",90,0,10,0,0,0,0,0,0,0,"Ref_11","D1",20.06,"bird"
"12811","Acrocephalus rehsei",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",20.06,"bird"
"12812","Acrocephalus familiaris",90,0,0,0,0,0,0,0,10,0,"Ref_11","A",18.3,"bird"
"12813","Acrocephalus aequinoctialis",80,0,20,0,0,0,0,0,0,0,"Ref_11","A",25,"bird"
"12814","Acrocephalus caffer",70,0,10,10,0,0,0,10,0,0,"Ref_11","A",31.21,"bird"
"12815","Acrocephalus mendanae",60,0,10,0,0,0,10,10,10,0,"Ref_11","A",31.21,"bird"
"12816","Acrocephalus atyphus",70,0,20,0,0,0,0,0,0,10,"Ref_11","A",31.21,"bird"
"12817","Acrocephalus kerearako",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",22.5,"bird"
"12818","Acrocephalus rimatarae",90,0,10,0,0,0,0,0,0,0,"Ref_11","D1",26.5,"bird"
"12819","Acrocephalus vaughani",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",24.37,"bird"
"12820","Acrocephalus taiti",80,0,0,0,0,0,10,0,10,0,"Ref_11","A",24.25,"bird"
"12821","Acrocephalus rufescens",80,0,20,0,0,0,0,0,0,0,"Ref_11","A",22.72,"bird"
"12822","Acrocephalus brevipennis",90,0,0,0,0,0,10,0,0,0,"Ref_11","A",16,"bird"
"12823","Acrocephalus gracilirostris",80,0,20,0,0,0,0,0,0,0,"Ref_11","A",14.4,"bird"
"12824","Acrocephalus newtoni",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",17,"bird"
"12825","Acrocephalus aedon",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",22.4,"bird"
"12826","Acrocephalus rodericanus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",11.8,"bird"
"12827","Acrocephalus sechellensis",90,0,10,0,0,0,0,0,0,0,"Ref_11","A",15.87,"bird"
"12828","Hippolais caligata",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",8.9,"bird"
"12829","Hippolais rama",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",9.3,"bird"
"12830","Hippolais pallida",80,0,0,0,0,0,20,0,0,0,"Ref_11","A",9,"bird"
"12831","Hippolais languida",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",12,"bird"
"12832","Hippolais olivetorum",80,0,0,0,0,0,20,0,0,0,"Ref_11","A",17.5,"bird"
"12833","Hippolais polyglotta",80,0,0,0,0,0,20,0,0,0,"Ref_11","A",11,"bird"
"12834","Hippolais icterina",80,0,0,0,0,0,20,0,0,0,"Ref_11","A",13.2,"bird"
"12835","Chloropeta natalensis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",11.7,"bird"
"12836","Chloropeta similis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",11.1,"bird"
"12837","Chloropeta gracilirostris",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",10.8,"bird"
"12838","Artisornis metopias",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",8.4,"bird"
"12839","Orthotomus cuculatus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",5.9,"bird"
"12840","Orthotomus heterolaemus",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",8.3,"bird"
"12841","Orthotomus sutorius",90,0,0,0,0,0,0,10,0,0,"Ref_11","A",7.5,"bird"
"12842","Orthotomus atrogularis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",7.68,"bird"
"12843","Orthotomus castaneiceps",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",12.84,"bird"
"12844","Orthotomus frontalis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",7.98,"bird"
"12845","Orthotomus derbianus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",10.7,"bird"
"12846","Orthotomus sericeus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",10.8,"bird"
"12847","Orthotomus ruficeps",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",8.1,"bird"
"12848","Orthotomus sepium",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",8.4,"bird"
"12849","Orthotomus samarensis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",8.93,"bird"
"12850","Orthotomus nigriceps",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",9.8,"bird"
"12851","Orthotomus cinereiceps",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",9,"bird"
"12852","Eremomela icteropygialis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",7.54,"bird"
"12853","Eremomela salvadorii",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",8.31,"bird"
"12854","Eremomela flavicrissalis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",4.5,"bird"
"12855","Eremomela pusilla",90,0,0,0,0,0,10,0,0,0,"Ref_11","A",6.2,"bird"
"12856","Eremomela canescens",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",6.92,"bird"
"12857","Eremomela scotops",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",8.99,"bird"
"12858","Eremomela gregalis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",6.8,"bird"
"12859","Eremomela badiceps",80,0,0,0,0,0,10,0,10,0,"Ref_11","A",10.59,"bird"
"12860","Eremomela turneri",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",7.34,"bird"
"12861","Eremomela atricollis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",10.2,"bird"
"12862","Eremomela usticollis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",8.39,"bird"
"12863","Randia pseudozosterops",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",11,"bird"
"12864","Newtonia amphichroa",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",12.3,"bird"
"12865","Newtonia brunneicauda",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",10.1,"bird"
"12866","Newtonia archboldi",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",7.8,"bird"
"12867","Newtonia fanovanae",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",12.7,"bird"
"12868","Sylvietta virens",80,0,0,0,0,0,10,0,10,0,"Ref_11","A",8.4,"bird"
"12869","Sylvietta denti",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",8.4,"bird"
"12870","Sylvietta leucophrys",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",11.34,"bird"
"12871","Sylvietta brachyura",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",8.1,"bird"
"12872","Sylvietta philippae",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",8.6,"bird"
"12873","Sylvietta ruficapilla",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",11.1,"bird"
"12874","Sylvietta whytii",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",9.9,"bird"
"12875","Sylvietta isabellina",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",10,"bird"
"12876","Sylvietta rufescens",90,0,0,0,0,0,0,0,10,0,"Ref_11","A",11.6,"bird"
"12877","Hemitesia neumanni",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",14.2,"bird"
"12878","Macrosphenus kempi",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",12.62,"bird"
"12879","Macrosphenus flavicans",80,0,0,0,0,0,20,0,0,0,"Ref_11","A",13.36,"bird"
"12880","Macrosphenus concolor",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",13.9,"bird"
"12881","Macrosphenus pulitzeri",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",11.68,"bird"
"12882","Macrosphenus kretschmeri",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",20,"bird"
"12883","Amaurocichla bocagei",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",7,"bird"
"12884","Hylia prasina",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",13.06,"bird"
"12885","Leptopoecile sophiae",80,0,0,0,0,0,10,0,10,0,"Ref_13","A",6.9,"bird"
"12886","Leptopoecile elegans",100,0,0,0,0,0,0,0,0,0,"Ref_13","A",6.21,"bird"
"12887","Phylloscopus laetus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",9.54,"bird"
"12888","Phylloscopus laurae",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",8.5,"bird"
"12889","Phylloscopus ruficapilla",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",7.7,"bird"
"12890","Phylloscopus herberti",100,0,0,0,0,0,0,0,0,0,"Ref_11","C",8.9,"bird"
"12891","Phylloscopus budongoensis",100,0,0,0,0,0,0,0,0,0,"Ref_11","C",8.2,"bird"
"12892","Phylloscopus umbrovirens",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",8.6,"bird"
"12893","Phylloscopus trochilus",80,0,0,0,0,0,10,0,10,0,"Ref_11","A",8.7,"bird"
"12894","Phylloscopus collybita",80,0,0,0,0,0,10,0,10,0,"Ref_11","A",8.3,"bird"
"12895","Phylloscopus sindianus",90,0,0,0,0,0,10,0,0,0,"Ref_11","B",7.51,"bird"
