"","Scientific","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.Source","Diet.Certainty","BodyMass.Value","taxon"
"257","Acrobates pygmaeus",80,0,0,0,0,0,0,10,0,10,"Ref_1","ABC",12,"mammal"
"258","Distoechurus pennatus",40,0,0,0,0,0,40,20,0,0,"Ref_113","ABC",44.1,"mammal"
"259","Lagorchestes leporides",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",3000,"mammal"
"260","Lagorchestes hirsutus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",1265,"mammal"
"261","Lagorchestes conspicillatus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",3050,"mammal"
"262","Lagorchestes asomatus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",1500,"mammal"
"263","Macropus fuliginosus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",22000,"mammal"
"264","Macropus giganteus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",25875,"mammal"
"265","Macropus parryi",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",13500,"mammal"
"266","Macropus dorsalis",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",11250,"mammal"
"267","Macropus eugenii",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",6500,"mammal"
"268","Macropus greyi",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",10000,"mammal"
"269","Macropus parma",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",4500,"mammal"
"270","Macropus agilis",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",15000,"mammal"
"271","Macropus rufogriseus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",16850,"mammal"
"272","Macropus irma",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",8000,"mammal"
"273","Macropus antilopinus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",27250,"mammal"
"274","Macropus robustus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",21262.5,"mammal"
"275","Macropus bernardus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",17000,"mammal"
"276","Macropus rufus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",46250,"mammal"
"277","Dendrolagus inustus",0,0,0,0,0,0,50,0,0,50,"Ref_1","ABC",13031.25,"mammal"
"278","Dendrolagus lumholtzi",0,0,0,0,0,0,50,0,0,50,"Ref_1","ABC",6750,"mammal"
"279","Dendrolagus matschiei",0,0,0,0,0,0,50,0,0,50,"Ref_1","ABC",6960,"mammal"
"280","Dendrolagus mbaiso",0,0,0,0,0,0,50,0,0,50,"Ref_1","ABC",9395.06,"mammal"
"281","Dendrolagus pulcherrimus",0,0,0,0,0,0,50,0,0,50,"Ref_1","ABC",9511.11,"mammal"
"282","Dendrolagus scottae",0,0,0,0,0,0,50,0,0,50,"Ref_1","ABC",10375,"mammal"
"283","Dendrolagus spadix",0,0,0,0,0,0,50,0,0,50,"Ref_1","ABC",9100,"mammal"
"284","Dendrolagus stellarum",0,0,0,0,0,0,50,0,0,50,"Ref_1","ABC",9511.11,"mammal"
"285","Dendrolagus ursinus",0,0,0,0,0,0,50,0,0,50,"Ref_1","ABC",13250,"mammal"
"286","Dendrolagus bennettianus",0,0,0,0,0,0,50,0,0,50,"Ref_1","ABC",10950,"mammal"
"287","Dendrolagus dorianus",0,0,0,0,0,0,50,0,0,50,"Ref_1","ABC",9581,"mammal"
"288","Dendrolagus goodfellowi",0,0,0,0,0,0,50,0,0,50,"Ref_1","ABC",8025,"mammal"
"289","Dorcopsis luctuosa",0,0,0,0,0,0,20,0,0,80,"Ref_1","ABC",6352,"mammal"
"290","Dorcopsis muelleri",0,0,0,0,0,0,20,0,0,80,"Ref_1","ABC",5500,"mammal"
"291","Dorcopsis hageni",0,0,0,0,0,0,20,0,0,80,"Ref_1","ABC",5500,"mammal"
"292","Dorcopsis atrata",0,0,0,0,0,0,20,0,0,80,"Ref_1","ABC",5916.5,"mammal"
"293","Dorcopsulus vanheurni",0,0,0,0,0,0,50,0,0,50,"Ref_1","ABC",1785.75,"mammal"
"294","Dorcopsulus macleayi",0,0,0,0,0,0,50,0,0,50,"Ref_1","ABC",2988,"mammal"
"295","Onychogalea unguifera",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",6650,"mammal"
"296","Onychogalea lunata",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",3500,"mammal"
"297","Onychogalea fraenata",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",5500,"mammal"
"298","Petrogale purpureicollis",0,0,0,0,0,0,10,0,0,90,"Ref_2","D1",5850,"mammal"
"299","Petrogale coenensis",0,0,0,0,0,0,10,0,0,90,"Ref_2","D1",4123.14,"mammal"
"300","Petrogale burbidgei",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",1258,"mammal"
"301","Petrogale brachyotis",0,0,0,0,0,0,10,0,10,80,"Ref_37","ABC",4050,"mammal"
"302","Petrogale assimilis",0,0,0,0,0,0,10,0,0,90,"Ref_37","ABC",4500,"mammal"
"303","Petrogale godmani",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",4750,"mammal"
"304","Petrogale xanthopus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",8500,"mammal"
"305","Petrogale sharmani",0,0,0,0,0,0,0,0,0,100,"Ref_2","D1",4123.14,"mammal"
"306","Petrogale herberti",0,0,0,0,0,0,0,0,0,100,"Ref_2","D1",4123.14,"mammal"
"307","Petrogale inornata",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",4600,"mammal"
"308","Petrogale lateralis",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",4625,"mammal"
"309","Petrogale mareeba",0,0,0,0,0,0,0,0,0,100,"Ref_2","D1",4123.14,"mammal"
"310","Petrogale concinna",0,0,0,0,0,0,0,0,0,100,"Ref_37","ABC",1400,"mammal"
"311","Petrogale persephone",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",6200,"mammal"
"312","Petrogale rothschildi",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",3400,"mammal"
"313","Petrogale penicillata",0,0,0,0,0,0,20,0,10,70,"Ref_1","ABC",7100,"mammal"
"314","Setonix brachyurus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",3250,"mammal"
"315","Thylogale calabyi",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",4326.13,"mammal"
"316","Thylogale browni",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",5478,"mammal"
"317","Thylogale thetis",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",5400,"mammal"
"318","Thylogale stigmatica",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",4600,"mammal"
"319","Thylogale lanatus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",4758.79,"mammal"
"320","Thylogale brunii",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",3620,"mammal"
"321","Thylogale billardierii",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",5450,"mammal"
"322","Wallabia bicolor",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",15000,"mammal"
"323","Lagostrophus fasciatus",0,0,0,0,0,0,50,0,0,50,"Ref_1","ABC",1700,"mammal"
"324","Hypsiprymnodon moschatus",70,0,0,0,0,0,20,0,0,10,"Ref_1","ABC",520,"mammal"
"325","Aepyprymnus rufescens",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",3250,"mammal"
"326","Bettongia lesueur",0,0,0,0,0,0,0,0,30,70,"Ref_1","ABC",1500,"mammal"
"327","Bettongia penicillata",0,0,0,0,0,0,0,0,30,70,"Ref_1","ABC",1300,"mammal"
"328","Bettongia tropica",10,0,0,0,0,0,0,0,10,80,"Ref_54","ABC",1256.58,"mammal"
"329","Bettongia gaimardi",0,0,0,0,0,0,0,0,30,70,"Ref_1","ABC",1660,"mammal"
"330","Caloprymnus campestris",30,0,0,0,0,0,0,0,0,70,"Ref_1","ABC",900,"mammal"
"331","Potorous platyops",20,0,0,0,0,0,0,0,0,80,"Ref_1","ABC",500,"mammal"
"332","Potorous gilbertii",20,0,0,0,0,0,0,0,0,80,"Ref_1","ABC",1569.46,"mammal"
"333","Potorous longipes",20,0,0,0,0,0,0,0,0,80,"Ref_1","ABC",1900,"mammal"
"334","Potorous tridactylus",20,0,0,0,0,0,0,0,0,80,"Ref_1","ABC",1100,"mammal"
"335","Geogale aurita",70,30,0,0,0,0,0,0,0,0,"Ref_1","ABC",7,"mammal"
"336","Limnogale mergulus",60,0,20,20,0,0,0,0,0,0,"Ref_1","ABC",78.6,"mammal"
"337","Microgale longicaudata",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",7.3,"mammal"
"338","Microgale thomasi",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",22.9,"mammal"
"339","Microgale talazaci",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",48,"mammal"
"340","Microgale taiva",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1",12.4,"mammal"
"341","Microgale soricoides",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1",18.7,"mammal"
"342","Microgale pusilla",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",3.4,"mammal"
"343","Microgale principula",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",10.2,"mammal"
"344","Microgale parvula",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",3.4,"mammal"
"345","Microgale monticola",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",13.9,"mammal"
"346","Microgale gymnorhyncha",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",18.2,"mammal"
"347","Microgale gracilis",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",23.3,"mammal"
"348","Microgale fotsifotsy",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1",7.7,"mammal"
"349","Microgale dryas",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",40,"mammal"
"350","Microgale drouhardi",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",10.5,"mammal"
"351","Microgale dobsoni",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",38,"mammal"
"352","Microgale cowani",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",13.8,"mammal"
"353","Microgale brevicaudata",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",11.3,"mammal"
"354","Microgale nasoloi",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1",13.83,"mammal"
"355","Oryzorictes hova",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",36.5,"mammal"
"356","Oryzorictes tetradactylus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",36,"mammal"
"357","Micropotamogale lamottei",60,0,20,20,0,0,0,0,0,0,"Ref_1","ABC",69.6,"mammal"
"358","Micropotamogale ruwenzorii",60,0,20,20,0,0,0,0,0,0,"Ref_1","ABC",98.5,"mammal"
"359","Potamogale velox",70,0,10,20,0,0,0,0,0,0,"Ref_1","ABC",659.99,"mammal"
"360","Echinops telfairi",60,0,0,0,0,0,40,0,0,0,"Ref_40","ABC",180,"mammal"
"361","Hemicentetes semispinosus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",137.8,"mammal"
"362","Hemicentetes nigriceps",100,0,0,0,0,0,0,0,0,0,"Ref_4","ABC",102.99,"mammal"
"363","Setifer setosus",40,0,0,0,0,60,0,0,0,0,"Ref_1","ABC",294,"mammal"
"364","Tenrec ecaudatus",90,0,0,0,0,0,0,0,0,10,"Ref_1","ABC",868,"mammal"
"365","Carpitalpa arendsi",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",52.34,"mammal"
"366","Chlorotalpa duthieae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",49.7,"mammal"
"367","Chlorotalpa sclateri",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",41,"mammal"
"368","Chrysochloris asiatica",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",49,"mammal"
"369","Chrysochloris visagiei",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",30,"mammal"
"370","Chrysochloris stuhlmanni",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",39.8,"mammal"
"371","Chrysospalax trevelyani",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",426.5,"mammal"
"372","Chrysospalax villosus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",119.88,"mammal"
"373","Cryptochloris zyli",40,0,60,0,0,0,0,0,0,0,"Ref_1","ABC",25,"mammal"
"374","Cryptochloris wintoni",40,0,60,0,0,0,0,0,0,0,"Ref_1","ABC",25,"mammal"
"375","Eremitalpa granti",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC",26.1,"mammal"
"376","Amblysomus corriae",100,0,0,0,0,0,0,0,0,0,"Ref_54","ABC",52.6,"mammal"
"377","Amblysomus hottentotus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",52.6,"mammal"
"378","Amblysomus marleyi",100,0,0,0,0,0,0,0,0,0,"Ref_54","ABC",52.6,"mammal"
"379","Amblysomus robustus",100,0,0,0,0,0,0,0,0,0,"Ref_54","ABC",52.6,"mammal"
"380","Amblysomus septentrionalis",100,0,0,0,0,0,0,0,0,0,"Ref_54","ABC",52.6,"mammal"
"381","Calcochloris obtusirostris",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",24.05,"mammal"
"382","Calcochloris leucorhinus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",49.7,"mammal"
"383","Calcochloris tytonis",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",49.7,"mammal"
"384","Neamblysomus julianae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",21.99,"mammal"
"385","Neamblysomus gunningi",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",35.84,"mammal"
"386","Elephantulus rupestris",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",66.4,"mammal"
"387","Elephantulus brachyrhynchus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",47.5,"mammal"
"388","Elephantulus edwardii",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",48,"mammal"
"389","Elephantulus fuscipes",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",57,"mammal"
"390","Elephantulus fuscus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",52.56,"mammal"
"391","Elephantulus intufi",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",49.5,"mammal"
"392","Elephantulus myurus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",52.4,"mammal"
"393","Elephantulus revoili",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",32.5,"mammal"
"394","Elephantulus rozeti",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",48,"mammal"
"395","Elephantulus rufescens",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",37.5,"mammal"
"396","Macroscelides proboscideus",80,0,0,0,0,0,10,0,0,10,"Ref_1","ABC",38.2,"mammal"
"397","Petrodromus tetradactylus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",187.5,"mammal"
"398","Rhynchocyon chrysopygus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",540,"mammal"
"399","Rhynchocyon cirnei",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",490,"mammal"
"400","Rhynchocyon petersi",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",424,"mammal"
"401","Orycteropus afer",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",52350.4,"mammal"
"402","Dendrohyrax arboreus",0,0,0,0,0,0,30,0,0,70,"Ref_1","ABC",2949.99,"mammal"
"403","Dendrohyrax dorsalis",0,0,0,0,0,0,30,0,0,70,"Ref_1","ABC",3175,"mammal"
"404","Heterohyrax brucei",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",2625,"mammal"
"405","Procavia capensis",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",3029.98,"mammal"
"406","Elephas maximus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",2915040,"mammal"
"407","Loxodonta africana",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",3940034.28,"mammal"
"408","Loxodonta cyclotis",0,0,0,0,0,0,10,0,0,90,"Ref_1","ABC",4750000.01,"mammal"
"409","Dugong dugon",0,0,0,0,0,0,0,0,0,100,"Ref_3","D2",310000,"mammal"
"410","Trichechus inunguis",0,0,0,0,0,0,0,0,0,100,"Ref_3","D2",480000,"mammal"
"411","Trichechus manatus",0,0,0,0,0,0,0,0,0,100,"Ref_3","D2",433333,"mammal"
"412","Trichechus senegalensis",0,0,0,0,0,0,0,0,0,100,"Ref_3","D2",454000,"mammal"
"413","Dasypus septemcinctus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",1526.65,"mammal"
"414","Dasypus yepesi",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",2785.87,"mammal"
"415","Dasypus sabanicola",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",1150.01,"mammal"
"416","Dasypus pilosus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",4444.98,"mammal"
"417","Dasypus novemcinctus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",4203.78,"mammal"
"418","Dasypus kappleri",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",9500,"mammal"
"419","Dasypus hybridus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",1500,"mammal"
"420","Calyptophractus retusus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",129.99,"mammal"
"421","Chaetophractus nationi",50,10,10,0,0,0,0,0,0,30,"Ref_1","ABC",2150.01,"mammal"
"422","Chaetophractus vellerosus",50,10,10,0,0,0,0,0,0,30,"Ref_1","ABC",1030.01,"mammal"
"423","Chaetophractus villosus",50,10,10,0,0,0,0,0,0,30,"Ref_1","ABC",4540.04,"mammal"
"424","Chlamyphorus truncatus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",44.3,"mammal"
"425","Euphractus sexcinctus",50,0,0,0,0,0,0,0,0,50,"Ref_1","ABC",4782.89,"mammal"
"426","Zaedyus pichiy",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",1380,"mammal"
"427","Cabassous unicinctus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",4799.99,"mammal"
"428","Cabassous centralis",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",3809.96,"mammal"
"429","Cabassous chacoensis",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",1490.01,"mammal"
"430","Cabassous tatouay",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",5349.95,"mammal"
"431","Priodontes maximus",90,0,0,0,10,0,0,0,0,0,"Ref_1","ABC",45359.68,"mammal"
"432","Tolypeutes matacus",80,0,0,0,0,0,20,0,0,0,"Ref_1","ABC",1200,"mammal"
"433","Tolypeutes tricinctus",80,0,0,0,0,0,20,0,0,0,"Ref_1","ABC",1487,"mammal"
"434","Bradypus pygmaeus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",4022.57,"mammal"
"435","Bradypus torquatus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",3899.96,"mammal"
"436","Bradypus tridactylus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",3849.99,"mammal"
"437","Bradypus variegatus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",4335.01,"mammal"
"438","Choloepus didactylus",0,0,0,0,0,0,30,0,0,70,"Ref_1","ABC",5160,"mammal"
"439","Choloepus hoffmanni",0,0,0,0,0,0,30,0,0,70,"Ref_1","ABC",4750.01,"mammal"
"440","Cyclopes didactylus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",329.5,"mammal"
"441","Myrmecophaga tridactyla",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",22333.15,"mammal"
"442","Tamandua mexicana",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",4209.98,"mammal"
"443","Tamandua tetradactyla",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",5515.06,"mammal"
"444","Anathana ellioti",80,0,0,0,0,0,20,0,0,0,"Ref_1","ABC",160,"mammal"
"445","Dendrogale melanura",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",60,"mammal"
"446","Dendrogale murina",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",50,"mammal"
"447","Tupaia moellendorffi",90,0,0,0,0,0,0,0,0,10,"Ref_2","D1",150.45,"mammal"
"448","Tupaia gracilis",90,0,0,0,0,0,0,0,0,10,"Ref_1","ABC",74.58,"mammal"
"449","Tupaia tana",90,0,0,0,0,0,0,0,0,10,"Ref_1","ABC",197.83,"mammal"
"450","Tupaia splendidula",90,0,0,0,0,0,0,0,0,10,"Ref_1","ABC",160,"mammal"
"451","Tupaia picta",90,0,0,0,0,0,0,0,0,10,"Ref_1","ABC",147.5,"mammal"
"452","Tupaia palawanensis",90,0,0,0,0,0,0,0,0,10,"Ref_1","ABC",168.05,"mammal"
"453","Tupaia nicobarica",90,0,0,0,0,0,0,0,0,10,"Ref_1","ABC",170.25,"mammal"
"454","Tupaia montana",90,0,0,0,0,0,0,0,0,10,"Ref_1","ABC",199,"mammal"
"455","Tupaia belangeri",90,0,0,0,0,0,0,0,0,10,"Ref_1","ABC",200,"mammal"
"456","Tupaia javanica",90,0,0,0,0,0,0,0,0,10,"Ref_1","ABC",105,"mammal"
"457","Tupaia minor",90,0,0,0,0,0,0,0,0,10,"Ref_1","ABC",64.28,"mammal"
"458","Tupaia glis",90,0,0,0,0,0,0,0,0,10,"Ref_1","ABC",169.83,"mammal"
"459","Tupaia dorsalis",90,0,0,0,0,0,0,0,0,10,"Ref_1","ABC",265,"mammal"
"460","Tupaia chrysogaster",90,0,0,0,0,0,0,0,0,10,"Ref_1","ABC",131.08,"mammal"
"461","Tupaia longipes",90,0,0,0,0,0,0,0,0,10,"Ref_1","ABC",168.05,"mammal"
"462","Urogale everetti",60,0,0,0,20,0,10,0,0,10,"Ref_1","ABC",350,"mammal"
"463","Ptilocercus lowii",40,0,0,0,30,0,30,0,0,0,"Ref_1","ABC",41.88,"mammal"
"464","Cynocephalus volans",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",1250,"mammal"
"465","Galeopterus variegates",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",1112.2,"mammal"
"466","Allocebus trichotis",0,0,0,0,0,0,50,0,0,50,"Ref_1","ABC",77.5,"mammal"
"467","Cheirogaleus crossleyi",10,0,0,0,0,0,50,0,0,40,"Ref_12","ABC",285.39,"mammal"
"468","Cheirogaleus major",20,0,0,0,0,0,30,20,0,30,"Ref_1","ABC",450,"mammal"
"469","Cheirogaleus medius",20,0,0,0,0,0,30,20,0,30,"Ref_1","ABC",181,"mammal"
"470","Cheirogaleus minusculus",10,0,0,0,0,0,50,0,0,40,"Ref_12","ABC",285.39,"mammal"
"471","Cheirogaleus ravus",10,0,0,0,0,0,50,0,0,40,"Ref_12","ABC",285.39,"mammal"
"472","Cheirogaleus sibreei",10,0,0,0,0,0,50,0,0,40,"Ref_12","ABC",285.39,"mammal"
"473","Cheirogaleus adipicaudatus",10,0,0,0,0,0,50,0,0,40,"Ref_12","ABC",285.39,"mammal"
"474","Microcebus murinus",20,0,20,0,0,0,30,10,0,20,"Ref_1","ABC",69,"mammal"
"475","Microcebus tavaratra",20,0,20,0,0,0,30,10,0,20,"Ref_2","D1",68.01,"mammal"
"476","Microcebus sambiranensis",20,0,20,0,0,0,30,10,0,20,"Ref_2","D1",49.06,"mammal"
"477","Microcebus rufus",20,0,20,0,0,0,30,10,0,20,"Ref_1","ABC",42.5,"mammal"
"478","Microcebus griseorufus",20,0,20,0,0,0,30,10,0,20,"Ref_2","D1",70.24,"mammal"
"479","Microcebus berthae",20,0,20,0,0,0,30,10,0,20,"Ref_2","D1",33.45,"mammal"
"480","Microcebus myoxinus",20,0,20,0,0,0,30,10,0,20,"Ref_2","D1",30,"mammal"
"481","Microcebus ravelobensis",20,0,20,0,0,0,30,10,0,20,"Ref_2","D1",55,"mammal"
"482","Mirza coquereli",60,0,0,0,10,0,10,0,10,10,"Ref_82","ABC",308,"mammal"
"483","Phaner electromontis",0,0,0,0,0,0,0,100,0,0,"Ref_1","ABC",425,"mammal"
"484","Phaner furcifer",0,0,0,0,0,0,0,100,0,0,"Ref_1","ABC",400,"mammal"
"485","Phaner pallescens",0,0,0,0,0,0,0,100,0,0,"Ref_1","ABC",425,"mammal"
"486","Phaner parienti",0,0,0,0,0,0,0,100,0,0,"Ref_1","ABC",425,"mammal"
"487","Eulemur albocollaris",0,0,0,0,0,0,80,0,0,20,"Ref_57","ABC",2397.37,"mammal"
"488","Eulemur sanfordi",0,0,0,0,0,0,80,0,0,20,"Ref_75","ABC",2394.03,"mammal"
"489","Eulemur rufus",0,0,0,0,0,0,30,0,0,70,"Ref_1","ABC",2394.62,"mammal"
"490","Eulemur rubriventer",0,0,0,0,0,0,30,0,0,70,"Ref_1","ABC",1400,"mammal"
"491","Eulemur mongoz",0,0,0,0,0,0,20,50,0,30,"Ref_1","ABC",1600,"mammal"
"492","Eulemur macaco",0,0,0,0,0,0,30,0,0,70,"Ref_1","ABC",2040,"mammal"
"493","Eulemur fulvus",0,0,0,0,0,0,30,0,0,70,"Ref_1","ABC",3150,"mammal"
"494","Eulemur coronatus",0,0,0,0,0,0,30,0,0,70,"Ref_1","ABC",1650,"mammal"
"495","Eulemur cinereiceps",0,0,0,0,0,0,80,10,0,10,"Ref_36","ABC",2114.06,"mammal"
"496","Eulemur albifrons",20,0,0,0,0,0,40,0,0,40,"Ref_1","ABC",2300,"mammal"
"497","Eulemur collaris",0,0,0,0,0,0,100,0,0,0,"Ref_75","ABC",2375,"mammal"
"498","Hapalemur alaotrensis",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",1616.83,"mammal"
"499","Hapalemur occidentalis",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",750,"mammal"
"500","Hapalemur griseus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",1400,"mammal"
"501","Hapalemur aureus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",1575,"mammal"
"502","Lemur catta",0,0,0,0,0,0,80,0,0,20,"Ref_1","ABC",2900,"mammal"
"503","Prolemur simus",0,0,0,0,0,0,10,0,0,90,"Ref_101","ABC",2030.41,"mammal"
"504","Varecia rubra",0,0,0,0,0,0,90,0,0,10,"Ref_1","ABC",3872.6,"mammal"
"505","Varecia variegata",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",3850,"mammal"
"506","Lepilemur leucopus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",650,"mammal"
"507","Lepilemur septentrionalis",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",750,"mammal"
"508","Lepilemur ruficaudatus",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",700,"mammal"
"509","Lepilemur microdon",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",900,"mammal"
"510","Lepilemur edwardsi",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",700,"mammal"
"511","Lepilemur dorsalis",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC",500,"mammal"
"512","Lepilemur ankaranensis",0,0,0,0,0,0,0,0,0,100,"Ref_11","ABC",700.89,"mammal"
